Handle;Title;Description;Vendor;Categoria;Tags;Precio;Variant 1;Variant 1 price;Variant 1 Featured Image URL;Variant 2;Variant 2 price;Variant 2 Featured Image URL;Variant 3;Variant 3 price;Variant 3 Featured Image URL;Variant 4;Variant 4 price;Variant 4 Featured Image URL;Variant 5;Variant 5 price;Variant 5 Featured Image URL;Image 1 URL;Image 2 URL;Image 3 URL;Image 4 URL;Image 5 URL;Image 6 URL;Image 7 URL;Image 8 URL;Image 9 URL;Image 10 URL;Option 1;Option 2;Option 3
pack-vapeadores-desechables-profesorcbd-iguanasmoke;Pack Vapeadores Desechables - KamikaCBD · 5 Pods;"El Pack de Vapeadores Desechables de KamikaCBD es perfecto para quienes quieren iniciarse en el mundo del CBD y, especialmente, del vapeo. Cada pod o vapeador contiene hasta 600 caladas. Elige entre 5 sabores diferentes: amplia variedad. Los pods vienen listos para utilizar, con la batería incorporada (no necesitan carga de batería ni ningún tipo de líquido de relleno). Su diseño compacto convierte a este pack en un complemento ideal para llevar siempre contigo. 0% THC. Para una experiencia de vapeo de primera clase. El vaper desechable también recibe el nombre de cigarrillo electrónico. Vaper sin nicotina: una gran alternativa al cigarrillo tradicional. 
 
Dimensiones del vaper desechable: 105mmx16mmBatería: 400 mAhCapacidad: 2 mlTHC: 0%Niveles de nicotina: 0%Variedad de sabores: Berry Ice, Gorilla Glue, Red Berries, Marshmallow y Mango. Si te gustan los sabores clásicos, te recomendamos Berry Ice Gorilla Glue y Red Berries. Si prefieres los sabores dulces, te recomendamos Marshmallow y Mango. Los encontrarás todos en nuestra tienda online. 
Cómo se usa el vapeador desechable. Abre, usa, disfruta, tira y repite, Más sencillo, imposible. El vaper perfecto para amantes de la simplicidad. 
Beneficios del vaper electrónico de KamikaCBD. La gran ventaja de este vape desechable es la comodidad. Los pods desechables de CBD de KamikaCBD caben perfectamente en un bolsillo. Son ligeros y portátiles. Además, vienen con la batería cargada, que aguantará toda la vida útil del vaporizador sin necesidad de recargarla, a diferencia de otros dispositivos de vapeo más complicados de usar. Una vez agotado, no tienes que aprender a recambiar ningún líquido: los vapers desechables se tiran a la basura. La opción perfecta de quienes no quieren complicarse la vida. Entre los mejores precios del mercado. Con este pack, puedes probar su gama de sabores completa. Alta calidad, vapeo excepcional. Entre los mejores modelos de vaper del mercado. 
Es importante tener en cuenta que los efectos del CBD pueden variar según la persona y la dosis utilizada. Además, su efectividad está condicionada por la elección de un dispositivo de vapeo de alta calidad. Elige siempre una tienda de vapeo de prestigio y asegúrate de que el CBD de tu líquido de vapeo ha sido cultivado con semillas certificadas por la UE y con sello orgánico (libre de sustancias tóxicas y productos químicos). Producto no apto para mujeres embarazadas. Si tienes cualquier duda sobre las características del vaper, puedes contactar con nuestro servicio de atención al cliente escribiendo a hello@profesorcbd.com. 
Ingredientes. CBD, propilenglicol, glicerina vegetal y aroma. Los habituales de los cigarrillos electrónicos de alta calidad. 
Sostenibilidad. Tecnología de combustión limpia, diseño antifugas, batería de bajo consumo… Los fabricantes de pods desechables de CBD se han puesto las pilas para que este formato sea la opción más ecológica a pesar de ser de un solo uso. ¡Y lo han conseguido! ProfesorCBD aplica todas estas optimizaciones en sus vapes desechables. ";profesorcbd;Vapeadores;"equilibrio
focus
Iguana Smoke
KamikaCBD
packs
Vapeadores
Zzz";0;Default Title;0;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDBerryIce-eliquidcbd-002_cf7fd8eb-1251-4870-a031-e61b4d6a47ce.webp?v=1698224322;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMarshmallow-eliquidcbd-001_1feb776a-9cd7-4541-915d-376cffbb7269.webp?v=1698224304;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDBerryIce-eliquidcbd-002_cf7fd8eb-1251-4870-a031-e61b4d6a47ce.webp?v=1698224322;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDRedBerries-eliquidcbd-003_2c873170-e3c6-401a-8faf-1a5f3f7e6ea1.webp?v=1698224329;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMango-eliquidcbd-004_d17fe448-6510-4ded-92b2-0754e0d6b5fa.webp?v=1698224335;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDGorillaGlue-eliquidcbd-005_452bbc0c-85c4-45c0-a1e4-0600ba4ea0dd.webp?v=1698224338;;;;;;Title (Default Title);;
cogollo-de-flor-aromatica-de-cbd-al-7-la-cordobesa-navidena;Cogollo de Flor Aromática de CBD al 7% · La Cordobesa Navideña;"La Flor de CBD La Cordobesa® Navideña es una flor aromática de cáñamo industrial rica en CBD (7%) y con menos de 0,2% de THC. Genética California Haze, una de las más antiguas y respetadas entre los cultivadores de cáñamo industrial. Aroma suave con notas de fresa y melocotón. Nos recuerda a la Navidad por su carácter embriagador y dulce, también por sus reflejos rojizos: el color por antonomasia de la Navidad.  Envío en paquetes opacos que no desprenden ningún olor.

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.

Beneficios. La Flor de CBD La Cordobesa® Navideña es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (7%). Te gustará el aroma de esta flor si te gustan los turrones, los mazapanes y todo lo que nos endulza la vida. Su cogollo es compacto y resinoso, con reflejos púrpuras y rojos. 

Sostenibilidad. Cultivada en Sevilla, la Flor de CBD La Cordobesa® Navideña procede de un cultivo orgánico y ecológico con certificados BIO por la UE, por lo que su huella de carbono es mínima. Este cogollo CBD proviene de una semilla, certificada por la UE. Cultivada sin pesticidas ni herbicidas.";profesorcbd;Flores de CBD;"Cupon
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
vitalidad";64;2g;14;;5g;34;;10g;64;;20g;112;;50g;145;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Navidena-FlorCBD.jpg?v=1699877816;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LaCordobesaNavidenaSobre.jpg?v=1699877848;;;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
pack-de-bienvenida;Pack de bienvenida: 5g de flor La Cordobesa - Genética California Haze;"Consigue gratis tu pack de 5g de flor La Cordobesa con el cupón de bienvenida que te hemos enviado al suscribirte a la newsletter. Recuerda que tu compra ha de ser superior a 50€ para que el cupón funcione. Este mes, tu pack de bienvenida de 5g será de La Cordobesa Navideña, una genética California Haze, con aroma dulce y cítrico.  Sin embargo, iremos cambiando la variedad periódicamente.
La Cordobesa Navideña tiene un porcentaje menor del 0,2% de THC. Semillas certificadas por la Unión Europea.";profesorcbd;;Merchandising;35;Default Title;35;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LaCordobesaNavidenaSobre_d9c2182e-3dc2-4ce0-ba1b-206b0b054526.jpg?v=1704879034;;;;;;;;;;Title (Default Title);;
aceite-cbd-premium-hakuna-oil-al-10-full-spectrum-con-base-mct;Aceite CBD Premium hakunaOil al 10% Full Spectrum con base MCT;"El aceite de CBD hakuna oil al 10% es un aceite con 1.000mg de CBD (10%) de espectro completo o full spectrum. Esto significa que, además del cannabidiol, contiene otros cannabinoides: CBN, CBDA, CBG, CBC y terpenos. La presencia de todos ellos crea el efecto séquito, que puede potenciar los beneficios del aceite de CBD. Tarro de 10ml: 320 gotas aprox.

Menos de 0,2% de THC. Es decir, no provoca adicción ni tiene ningún efecto psicoactivo. Sin efectos secundarios. Además de terpenos y cannabinoides, contiene una base de aceite MCT C8 (triglicéridos de cadena media) proveniente del coco, de aceite de oliva y de aceite de cáñamo. Este aceite de CBD ha de almacenarse en un lugar oscuro y fresco. No recomendado para mujeres embarazadas o lactantes. Mantener fuera del alcance de los niños.

Beneficios. Cada bote de nuestro aceite CBD nace del encomiable esfuerzo de agricultores, formuladores y otros conocedores del mundo natural cuya misión es condensar en una simple sustancia líquida los pilares más esenciales del bienestar. Este aceite es para ti si buscas la opción preferida de la mayoría de nuestros clientes. Aceite de CBD vegano, sin lactosa, sin gluten y sin conservantes.

Ingredientes.  Caprylic/Capric Triglyceride, CBD, aceite de cáñamo, aceite de oliva y aceite MCT.

Sostenibilidad.  Producción respetuosa, con Certificado Europeo de Agricultura Ecológica. Ingredientes de origen sostenible y envases ecológicos. Producto fabricado íntegramente en España.";profesorcbd;Aceites de CBD;"Aceite
BlackFriday
equilibrio
Farmacia
HakunaOil
vitalidad";44,95;Default Title;44,95;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum10_CBD10ml-aceitecbd-001.webp?v=1699961115;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum10_CBD10ml-aceitecbd-002.webp?v=1699961115;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum10_CBD10ml-aceitecbd-003.webp?v=1699961115;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum10_CBD10ml-aceitecbd-004.webp?v=1699961115;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum10_CBD10ml-aceitecbd-005.webp?v=1699961115;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/10_FullSpectrum.jpg?v=1705326934;;;;;Title (Default Title);;
muestra-de-aceite-cbd-premium-hakuna-oil-al-10-aislado-aroma-a-menta-con-base-mct;Muestra de Aceite CBD Premium hakuna oil al 10% Aislado Aroma a Menta con base MCT;"
Muestra de 1ml de nuestro Aceite CBD hakunaOil al 10% Aislado Aroma a Menta con base MCT. Pruébalo gratis y descubre cómo nuestro aceite está ayudando a tantas personas. Contiene 30 gotas de aceite, que da para 5 días de uso: lo suficiente para notar los efectos del CBD. Además, te llegará con un regalito de nuestra parte: un cupón de descuento para tu próxima compra.
Sólo se puede pedir una muestra de aceite de CBD hakunaOil por persona. 
El aceite de CBD hakunaOil al 10% Aroma a Menta es un aceite aislado con 1000mg (10%) de CBD. Esto significa que sólo contiene CBD en su base oleosa: ni terpenos ni otros cannabinoides ni rastros mínimos de THC. Es decir, aunque el resto de los aceites Full Spectrum contienen siempre menos del 0,2% de THC (ni provocan adicción ni son psicoactivos), este garantiza su ausencia absoluta. Aroma a menta, como todas esas cosas que evocan la limpieza y la frescura.
Nuestro aceite aislado Aroma a Menta 0% THC está formulado sobre una base de MCT o aceite de coco. Esta base mejora el aprovechamiento del CBD por parte de los receptores del cuerpo humano, al contener niveles de grasa saturada cercanos al 80%. Debido a esto, es nuestra preferida para el formato oleoso del CBD. El aceite de CBD aislado hakunaOil al 10% con Aroma a Menta es un producto natural y, por lo tanto, los valores porcentuales están sujetos a fluctuaciones.
Este aceite de CBD ha de almacenarse en un lugar oscuro y fresco. Agitar antes de usar. No recomendado para mujeres embarazadas o lactantes. Mantener fuera del alcance de los niños
";ProfesorCBD · Pº Marques de Zafra · Madrid;Aceites de CBD;"Aceite
Deporte
HakunaOil
sexo";0;Default Title;0;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/MuestradeAceitedeMenta.webp?v=1697529390;;;;;;;;;;Title (Default Title);;
gel-efecto-que-frescor-con-cbd-hakulab-cbd-athletics;Gel Efecto Qué Frescor con CBD - hakuLab CBD Athletics;"El Gel Efecto Qué Frescor con CBD de hakuLab Athletics hidrata y tonifica músculos y articulaciones cuando no puedes ni con tu alma. La vía tópica del CBD garantiza su acción inmediata y localizada, por lo que es el producto preferido de quienes se sienten agotados al final de la jornada, hayan practicado o no deporte. Más del 90% de ingredientes naturales. La concentración de CBD más alta del mercado. El Gel Efecto Qué Frescor con CBD de hakuLab Athletics está disponible en dos formatos: tubo de 200ml y 1.600mg de CBD y roll-on de 75 ml y 1.300mg de CBD. Este último es ideal para llevar siempre contigo. Se recomienda guardar en un lugar fresco y seco, así como mantener fuera del alcance de los niños. Su uso es tópico. evita el contacto con las mucosas y heridas. En caso de estar embarazada (¡enhorabuena!), consúltalo con tu médico.
 Cómo se usa. Aplica el Gel Efecto Qué Frescor con CBD sobre la zona deseada y masajea suavemente hasta la completa absorción.
 Beneficios. Nunca un bálsamo reparador ahorró tantos gintonics, que es nuestra forma de decir que hay rituales más amables con tu cuerpo capaces de poner fin a la pesadez y el cansancio. El uso tópico del CBD garantiza la acción inmediata. Es ultrahidratante.
 Ingredientes. Aqua, alcohol denat., cannabidiol, menthol, Ammonium Polyacryloyldimethyl Taurate, cannabis sativa seed oil, sodium benzoate, potassium sorbate, CI 19140, CI 16185, CI 42051.
 Sostenibilidad. Ingredientes de origen sostenible, fabricado íntegramente en España, envases ecológicos.";profesorcbd;Cremas y Cosmética;"BlackFriday
Cosmética
Deporte
equilibrio
Farmacia
HakuLab
hakuLab Athletics
HakulabCosmetics
Oferta
ofertapersonalizada";16,87;200ml - 1.600mg;16,87;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-001.webp?v=1698336370;75ml - 1.300mg CBD;10,37;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio75ml-cosmeticacbd-001.webp?v=1698336370;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-001.webp?v=1698336370;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio75ml-cosmeticacbd-001.webp?v=1698336370;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio75ml-cosmeticacbd-002.webp?v=1698336370;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio75ml-cosmeticacbd-003.webp?v=1698336370;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio75ml-cosmeticacbd-006.webp?v=1698336370;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-002.webp?v=1697527579;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-003.webp?v=1697527580;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-004.webp?v=1697527579;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-006.webp?v=1697527579;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectofrio200ml-cosmeticacbd-007.webp?v=1697527580;Tamaño (200ml - 1.600mg, 75ml - 1.300mg CBD);;
gel-efecto-calor-ganador-con-cbd-hakulab-cbd-athletics;Gel Efecto Calor Ganador con CBD - hakuLab CBD Athletics;"El Gel Efecto Calor Ganador con CBD de hakuLab Athletics calienta músculos y articulaciones antes de meterte en los leggins. La vía tópica del CBD garantiza su acción inmediata y localizada, por lo que es el producto preferido de deportistas profesionales o amateur. Más del 90% de ingredientes naturales. La concentración de CBD más alta del mercado. El Gel Efecto Calor Ganador con CBD de hakuLab Athletics está disponible en dos formatos: tubo de 200ml y 1.600mg de CBD y roll-on de 75 ml y 1.300mg de CBD. Este último es ideal para llevar siempre contigo en la bolsa del gimnasio. Se recomienda guardar en un lugar fresco y seco, así como mantener fuera del alcance de los niños. Su uso es tópico. evita el contacto con las mucosas y heridas. En caso de estar embarazada (¡enhorabuena!), consúltalo con tu médico.
 Cómo se usa. Aplica el Gel Efecto Calor Ganador con CBD sobre la zona que vayas a trabajar y masajea suavemente hasta la completa absorción. Además de para antes del entrenamiento, es perfecto para un masaje intenso en cualquier momento del día, como si fuera un aceite de masaje.
 Beneficios. Se pueden resumir en una frase: “La próxima pachanga la ganas tú”. Es ideal para activar a deportistas de élite o recién iniciados. Deportistas emergentes como el bailarín de break dance Grazy, la rider de MTB Gemma Corbera o el campeón de España de snow Josito Aragón cuentan con el Gel Efecto Calor Ganador con CBD hakuLab Athletics entre su rutina de entrenamiento. Es ultrahidratante.
 Ingredientes. Aqua, prunus amygdalus dulcis oil, camphor, cannabis sativa seed oil, cannabidiol, Ammonium Polyacryloyldimethyl Taurate, menthol, sodium benzoate, potassium sorbate, propanediol, Vanillyl Butyl Ether
 Sostenibilidad. Ingredientes de origen sostenible, fabricado íntegramente en España, envases ecológicos.";profesorcbd;Cremas y Cosmética;"BlackFriday
Cosmética
Deporte
Farmacia
HakuLab
hakuLab Athletics
HakulabCosmetics
Oferta
ofertapersonalizada";16,87;200ml - 1.600mg CBD;16,87;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor200ml-cosmeticacbd-001.webp?v=1698336525;75ml - 1.300mg;10,37;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-001.webp?v=1698336525;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor200ml-cosmeticacbd-001.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-001.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-002.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-003.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-004.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-005.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-006.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor75ml-cosmeticacbd-007.webp?v=1698336525;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor200ml-cosmeticacbd-002.webp?v=1697527433;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Gelefectocalor200ml-cosmeticacbd-003.webp?v=1697527434;Formato (200ml - 1.600mg CBD, 75ml - 1.300mg);;
lubricante-potenciador-de-sensaciones-con-cbd-lubets;Lubricante Potenciador de Sensaciones con CBD · Lubets;"Relajo por fuera, caliento por dentro. Parezco una adivinanza, pero en realidad, lo que te no costará, será adivinar cómo acabarán tus encuentros: relax en pepitoria. Potenciador de sensaciones CBD ecológico enriquecido con aceite y extracto de cannabis, aloe vera, mentol y cannabidiol. No hay mejor match que unir dos universos de placer extremo. Será tu mayor vicio conocido. Al previsible efecto flow, súmale su superpoder para superponerte gracias a una base acuosa e ingredientes naturales. Ideal para usar con preservativos y/o juguetitos. Textura gel, tacto sedoso. Aroma herbal. Dermatológicamente probado y sin riesgo de contacto oral. Gluten free y sugar free.
 Cómo se usa. Aplicar directamente en los genitales o en la mano. Puedes empezar masajeando los genitales para extenderlo bien. Aplica la cantidad que consideres oportuna.
 Beneficios. Este gel de placer facilita las relaciones íntimas al proporcionar la lubricación necesaria en los genitales. Aumenta el nivel de placer. Sus beneficios repercuten en encuentros íntimos mucho más satisfactorios, con orgasmos más intensos y duraderos en las relaciones sexuales. Los usuarios de lubricantes de CBD afirman que este superingrediente agudiza sus sentidos, brindando una experiencia única. Ideal para penetración anal.
 Ingredientes. Aloe barbadensis Leaf Juice, Glycerin, Aqua, Cannabis Sativa Leaf Extract, Menthol, Cannabis Sativa Seed Oil, Cannabidiol, Xanthan Gum, Sodium Hyaluronate, Phytic Acid, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Parfum, Benzyl Salicylate, Citronellol, Linalool, Geraniol, Limonene, Benzyl Benzoate.
 Sostenibilidad. Certificado ecológico, vegano y natural. Fabricado en España. 89% de ingredientes de origen natural. 86% de ingredientes ecológicos. 91% de ingredientes provenientes de la Unión Europea. Materiales 100% reciclables.";profesorcbd;Geles de Placer;"BlackFriday
Cupon
GelPlacer
Lubets
Lubricantes
sexo";12,9;Default Title;12,9;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LubricantePotenciadorLubets-lubricante-001.webp?v=1698225942;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LubricantePotenciadorLubets-Otro-002.webp?v=1698225945;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LubricantePotenciadorLubets-Otro-003.webp?v=1698225948;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LubricantePotenciadorLubets-Otro-004.webp?v=1698225950;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/LubricantePotenciadorLubets-Otro-005.webp?v=1698225954;;;;;;Title (Default Title);;
gominolas-de-canamo;Gominolas de Cáñamo sabor Fresa | La Cordobesa | Cáñamo Cultivo Ecológico y 99% Vegano;"Bolsa de 50 gramos de gominolas de cáñamo. Contiene 19 ositos, aproximadamente. Viaja a los años en los que ni el calor ni la inflación te importaban con CBD Gummies o Gominolas de Cáñamo. Estos ositos con sabor a fresa La Cordobesa, elaborados de forma natural con aceite orgánico de cáñamo industrial (sin productos químicos) y pectina, son las golosinas para adultos que estabas esperando. Deliciosos, refrescantes y saciantes. Los ositos de goma también son aptos para niños mayores de 3 años. No se recomiendan a bebés ni a personas diabéticas. Alta calidad. Sin efectos secundarios. A pesar de que se conocen como CBD Gummies o Gominolas CBD, las gominolas de cáñamo son productos comestibles que no contienen CBD ni THC. Las gominolas de cáñamo están elaboradas con aceite de semillas de cáñamo, proveniente de la planta de cáñamo, por lo que contienen los ácidos esenciales, vitaminas y minerales del aceite de cáñamo. Con el inconfundible sabor del cáñamo, la variedad no psicoactiva de la planta de cannabis. La ausencia de THC lo convierte en un producto para todos los públicos. Es su principal diferencia con las gominolas de marihuana. También pueden llamarse gominolas de cannabis. Sabor afrutado, dulce y agradable.
 Cómo se usa. Abrir, comer, chuparse los dedos y volver a empezar. Estas gomitas sin gluten tienen una vida útil de dos años. Para su correcta conservación, mantén en lugar seco a una temperatura de entre 15 y 25ºC. Mantener alejado de la luz solar y protegido de olores fuertes.
 Beneficios. Las gominolas de cáñamo son una oportunidad perfecta (y muy dulce) para introducirse en el mundo del aceite de cáñamo, un ingrediente que vive un idilio con la industria del bienestar desde hace un tiempo. Pueden consumirse a diario. Pese a sus beneficios, el objetivo principal de estas gominolas, como sucede con todo lo relacionado con La Cordobesa, es procurarte placer. Sólo tienes que echar un ojo a su lista de ingredientes. Con gelatina, azúcar y un 4% de pulpa de frutas, brindan una experiencia sensorial muy agradable. Además de a fresa, presentan un delicioso sabor a aceite de cáñamo de calidad. Sabor natural. Atención, plantas de cáñamo-lovers: las notas que aporta el aceite son simplemente sublimes.
 Ingredientes. Azúcar, jarabe de glucosa, agua, gelatina, pulpa de fruta (4%), gelificante, aroma a fresa, aceite de cáñamo y colorante E-120. Vegano al 99%. El único ingrediente no vegano que contiene es el colorante E-120, que se encuentra en una cantidad mínima, de ahí que sea el último ingrediente de la lista.
 Sostenibilidad. El aceite de cáñamo de estas gominolas proviene de cultivos ecológicos de cáñamo del campo español.";profesorcbd;;"Gummies
laCordobesa";1,49;Default Title;1,49;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-001.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-002.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-003.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-004.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-005.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-008.webp?v=1697529342;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/GominolasdeCanamoLaCordobesa-otros-007.webp?v=1697529342;;;;Title (Default Title);;
tarjeta-de-regalo-profesorcbd;Tarjeta de Regalo | ProfesorCBD;"Quería regalarte tantas cosas que te regalé CBD.
Haz llegar esta tarjeta de regalo de ProfesorCBD a tus seres queridos. Se la enviaremos por e-mail de tu parte a la persona que nos indiques, con el valor económico que elijas para gastar en nuestra tienda. Compra ahora y una persona de nuestro equipo se pondrá en contacto contigo, para pedirte los datos de su destinatario y la posibilidad de incluir un mensaje personalizado. Le enviaremos también una pequeña guía que le ayudará a elegir el producto de CBD que mejor se adapta a sus necesidades.";profesorcbd;;TarjetaRegalo;75;25€;25;;50€;50;;75€;75;;100€;100;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/TarjetaRegalo-Otro-001.webp?v=1698224031;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/TarjetaRegalo-Otro-002.webp?v=1698224049;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/TarjetaRegalo-Otro-003.webp?v=1698224052;;;;;;;;Cantidad (25€, 50€, 75€, 100€);;
pack-dia-de-la-madre;Pack Te lo Debo Todo;"Por el Día de la Madre, lanzamos el Pack Te lo Debo Todo, con dos de nuestros mejores productos de CBD. Dedicado a esas mujeres que hacen que todo parezca fácil (cuando bien sabemos que no es así). Agradéceselo con este regalo. Incluye: Aceite hakunaOil Buenas Nochezzz 5% CBD y Crema Facial para Piel Madura con 800 mg de CBD, Ácido Hialurónico y Manteca de Karité hakuLab CBD Cosmetics. Al comprarlos en un pack, te ahorras más de un 40%.
 Beneficios. Cuando le hagas entrega del regalo a tu madre, te recomendamos comentarle los beneficios de esta sustancia para vencer cualquier posible prejuicio sobre el origen del CBD: aporta una gran dosis de equilibrio. Nuestro cannabidiol proviene de cáñamo industrial, por lo que una de las primeras cosas que deberías aclararle es que no tiene nada que ver con la marihuana. Todos nuestros cultivos son orgánicos y con semillas certificadas por la UE. Nuestros productos de CBD son totalmente legales.
 Ingredientes.


Aceite hakunaOil Buenas Nochezzz 5% CBD: Aceite de semilla de cannabis sativa, Caprylic/Capric Triglyceride, aceite de oliva, GABA, extracto de cannabis sativa y CBD.


Crema Facial para Piel Madura hakuLab CBD Cosmetics: Aqua, glyceryl stearate, cetyl alcohol, caprylic/capric triglyceride, isoamyl laurate, prunus amygdalus duclis oil, glyceryn, cannabidiol, butyrospermum parkii butter, cannabis sativa seed oil, Ammonium Polyacryloyldimethyl Taurate, sodium ascorbyl phosphate, pantenol, sodium hialuronate, ferulic acid, kojic acid dipalmitate, tocopheryl acetate, B.H.T., uva ursis extract, Malpighia Glabra fruit extract, púnica granatum extract, morus alba extract, GLYCYRRHIZA GLABRA ROOT EXTRACT, disodium EDTA, sodium benzotae, potassium sorbate, propanediol, parfum, limonene, citra.

Sostenibilidad. Ingredientes de origen natural, fabricado en España, envases ecológicos.";profesorcbd;Cremas y Cosmética;"belleza
Cosmética
HakuLab
HakulabCosmetics
HakunaOil
Oferta
ofertapersonalizada
Zzz";32,95;Default Title;32,95;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/Packdiadelamadre.webp?v=1697529494;;;;;;;;;;Title (Default Title);;
